iter	Logloss
207	0.2349550992
208	0.2346884699
209	0.234544856
210	0.2343859754
211	0.2342364702
212	0.2339284592
213	0.2336481339
214	0.2333716878
215	0.2332936337
216	0.2330832647
217	0.2329365962
218	0.2328016404
219	0.2326366312
220	0.2325919911
221	0.2323458156
222	0.2320289427
223	0.2318481962
224	0.2315280266
225	0.2311749285
226	0.2309844658
227	0.2307425857
228	0.230528295
229	0.2303444165
230	0.2300671713
231	0.2300274216
232	0.2298651891
233	0.2296580124
234	0.2294562854
235	0.2291685421
236	0.2290740575
237	0.2289310866
238	0.2287073467
239	0.2284972435
240	0.2283662663
241	0.2283522249
242	0.2282125214
243	0.228182584
244	0.228115501
245	0.2279039758
246	0.2277541407
247	0.2275771706
248	0.2274630916
249	0.2273624245
250	0.2271994473
251	0.2269914766
252	0.2268405309
253	0.226704942
254	0.2265349229
255	0.226281844
256	0.2262492351
257	0.226097834
258	0.2258744185
259	0.2257689327
260	0.2256709071
261	0.2255592592
262	0.2254475987
263	0.225137474
264	0.224925321
265	0.224769497
266	0.2246447875
267	0.2244563815
268	0.2243154059
269	0.2242963029
270	0.2241626385
271	0.2239434069
272	0.2236820213
273	0.2235599156
274	0.2232809526
275	0.2232620958
276	0.2231204873
277	0.2228632414
278	0.2226575336
279	0.2224879432
280	0.2222914792
281	0.2220713381
282	0.221665683
283	0.2214090016
284	0.221259436
285	0.2211796393
286	0.2210055738
287	0.2210028039
288	0.2207376241
289	0.220555933
290	0.2204264168
291	0.220269306
292	0.2199381381
293	0.2198397624
294	0.2196246098
295	0.2195021353
296	0.2193880669
297	0.2193458226
298	0.2191136301
299	0.2189871875
300	0.218792657
301	0.2186488372
302	0.2185115909
303	0.2184816775
304	0.2183100648
305	0.2181661795
306	0.2180292864
307	0.2178748658
308	0.217607667
309	0.2173987005
310	0.2172154942
311	0.2169975234
312	0.216909676
313	0.2167786877
314	0.2166164497
315	0.2163675499
316	0.2161569618
317	0.2159993104
318	0.2156960518
319	0.2154188524
320	0.2153873674
321	0.2152136593
322	0.2149842884
323	0.2148755259
324	0.2147965521
325	0.2146789874
326	0.214600045
327	0.2144230441
328	0.2142325849
329	0.2141710744
330	0.2140810153
331	0.2139882374
332	0.2138157248
333	0.2137171726
334	0.2135616061
335	0.2135035449
336	0.2134880398
337	0.2134112664
338	0.2132436463
339	0.2131381911
340	0.2130620969
341	0.2128820956
342	0.2127263526
343	0.2126055859
344	0.2124754639
345	0.2123849259
346	0.2123394511
347	0.2122367118
348	0.2120419742
349	0.2118516112
350	0.211807033
351	0.2114903733
352	0.2114235166
353	0.2112932098
354	0.2111663595
355	0.2110859666
356	0.2108689662
357	0.2106176077
358	0.2104877448
359	0.210367231
360	0.2101919407
361	0.2100490254
362	0.2099616136
363	0.2098840915
364	0.2097798895
365	0.2097783778
366	0.2097607806
367	0.2096905076
368	0.2095116828
369	0.2093738821
370	0.2093328647
371	0.2091170455
372	0.2089354791
373	0.2088814093
374	0.2087874271
375	0.2086718401
376	0.2085979775
377	0.2085741022
378	0.2084972561
379	0.2083002324
380	0.2082300768
381	0.2080445701
382	0.2079917236
383	0.2079592771
384	0.2079231505
385	0.2078286863
386	0.2077643336
387	0.2076315129
388	0.2075321132
389	0.2074333393
390	0.2073176925
391	0.2071763489
392	0.207089294
393	0.2069183203
394	0.2067611249
395	0.2066067115
396	0.2062719628
397	0.2059427352
398	0.2057444063
399	0.205507072
400	0.2054174139
401	0.205382893
402	0.2052238604
403	0.2051053487
404	0.205052179
405	0.2049937519
406	0.204857815
407	0.2046219884
408	0.2046013835
409	0.204480152
410	0.20429516
411	0.2041789373
412	0.2040290397
413	0.2038873945
414	0.2037535267
415	0.2037023656
416	0.2036378498
417	0.2035587484
418	0.2035020336
419	0.2034259288
420	0.2032655425
421	0.2031291602
422	0.2029998828
423	0.2029775554
424	0.2027947889
425	0.2026461301
426	0.2024148481
427	0.2022822411
428	0.2022267206
429	0.2021405673
430	0.2019999242
431	0.2019283277
432	0.2017330453
433	0.2016037257
434	0.2013533725
435	0.20125859
436	0.2010417611
437	0.20093275
438	0.2007756178
439	0.2006677469
440	0.2004285771
441	0.2004046253
442	0.2003072303
443	0.2002633078
444	0.2000063355
445	0.1999784633
446	0.1998436795
447	0.1997453914
448	0.199657912
449	0.1994499425
450	0.1993020838
451	0.1992087294
452	0.1991425713
453	0.1990668279
454	0.1988680224
455	0.198800799
456	0.1986455785
457	0.1985796364
458	0.1984630792
459	0.1982955627
460	0.1982561565
461	0.1980750526
462	0.1977739916
463	0.1977342456
464	0.1975723794
465	0.1974404099
466	0.1974189681
467	0.1973044043
468	0.1972532967
469	0.1971503172
470	0.1970132312
471	0.1967961281
472	0.1966331312
473	0.1965199379
474	0.1965068175
475	0.1964270438
476	0.1963232399
477	0.1961366333
478	0.196136084
479	0.1959683779
480	0.1958746631
481	0.1957883652
482	0.1955483054
483	0.1954380873
484	0.1952242856
485	0.1950863364
486	0.1949858157
487	0.1948700392
488	0.1948203629
489	0.1947099624
490	0.1945422535
491	0.1944361946
492	0.1943280635
493	0.1942049879
494	0.1940767264
495	0.1940758425
496	0.1939791402
497	0.1938078371
498	0.1936426818
499	0.1935441075
500	0.193500878
501	0.193200425
502	0.1931536601
503	0.1930541041
504	0.1929218507
505	0.1928424432
506	0.1927709477
507	0.1926661748
508	0.1924997993
509	0.1924093624
510	0.1922320749
511	0.192152821
512	0.1921060541
513	0.1919537894
514	0.1917171
515	0.1915577681
516	0.1915208466
517	0.1913878422
518	0.1913029176
519	0.191107004
520	0.1910497781
521	0.1909894826
522	0.1908291485
523	0.1907524183
524	0.1905571111
525	0.1904815658
526	0.1903643187
527	0.1901848488
528	0.1901033612
529	0.1899949707
530	0.1898698401
531	0.1897928209
532	0.189768261
533	0.1896549781
534	0.1896361498
535	0.1894943627
536	0.189389175
537	0.1893731242
538	0.1892661398
539	0.1892553347
540	0.1891103568
541	0.1890063298
542	0.1888852917
543	0.1886740095
544	0.1885118925
545	0.1884663994
546	0.1881979568
547	0.1880361705
548	0.1879683293
549	0.1878100732
550	0.187675569
551	0.1874956315
552	0.1874188171
553	0.1871782834
554	0.1870054023
555	0.1869125852
556	0.1867820188
557	0.1866597609
558	0.1865299112
559	0.1863615909
560	0.1861688298
561	0.1861616539
562	0.1860449038
563	0.1859982248
564	0.1858447198
565	0.1858212801
566	0.1857046007
567	0.1855674358
568	0.1855424699
569	0.1853983063
570	0.1853027371
571	0.1850916228
572	0.1849976433
573	0.1849902571
574	0.1847463501
575	0.1845021243
576	0.1843787139
577	0.1842472077
578	0.1841828003
579	0.183968548
580	0.1838588914
581	0.1837797743
582	0.183678196
583	0.1835616863
584	0.1835169556
585	0.1833816262
586	0.1831519718
587	0.1829750635
588	0.1828099804
589	0.1827454729
590	0.1826436647
591	0.1825225916
592	0.1824114629
593	0.1822751107
594	0.1822001964
595	0.1819932675
596	0.1818245202
597	0.1817040045
598	0.1816423365
599	0.1815432902
600	0.1813189328
601	0.1811993511
602	0.1811014679
603	0.1810194729
604	0.1809675477
605	0.1808150555
606	0.1808082883
607	0.1806949887
608	0.1806002303
609	0.1804918879
610	0.1803389458
611	0.1802647951
612	0.1801481464
613	0.1799211298
614	0.1796679738
615	0.1795545439
616	0.1793572594
617	0.1792396296
618	0.1791904927
619	0.1790850967
620	0.1788678374
621	0.1787933406
622	0.1786854693
623	0.1785488119
624	0.1784721771
625	0.1783759056
626	0.1781618204
627	0.1780897423
628	0.1779656453
629	0.1778980966
630	0.1778394892
631	0.1776817009
632	0.177613662
633	0.1775128637
634	0.1774138403
635	0.1772566295
636	0.1772554357
637	0.1771908165
638	0.1771286498
639	0.1769991611
640	0.1768138396
641	0.1767140608
642	0.1765921031
643	0.1764017846
644	0.1762855825
645	0.1761638951
646	0.1760806614
647	0.1759463625
648	0.1758810741
649	0.175730134
650	0.1756994729
651	0.1756186812
652	0.1755166395
653	0.1752876777
654	0.175223999
655	0.1750781379
656	0.1750409536
657	0.1749257095
658	0.1747076808
659	0.1745406684
660	0.1743231756
661	0.1742289016
662	0.1742062377
663	0.1741576773
664	0.1739522935
665	0.1738400028
666	0.1737576859
667	0.1736235489
668	0.1734212384
669	0.1733819943
670	0.1733063966
671	0.1732538955
672	0.1732127803
673	0.1731972465
674	0.173117313
675	0.1730521029
676	0.1729612971
677	0.1728053636
678	0.1726913873
679	0.17253785
680	0.1724510748
681	0.1722539949
682	0.1722176087
683	0.1720773192
684	0.1719066708
685	0.1718492817
686	0.171752926
687	0.171691972
688	0.17152715
689	0.1713599416
690	0.1712413203
691	0.1711125625
692	0.1710256023
693	0.170877945
694	0.1707138362
695	0.1706356955
696	0.1704810443
697	0.1703468627
698	0.1702789269
699	0.1701476103
700	0.1700668592
701	0.169936578
702	0.1698794201
703	0.1698007192
704	0.1697219497
705	0.1695655292
706	0.1693871457
707	0.1692438098
708	0.1691523802
709	0.1690330458
710	0.1689188881
711	0.1688264096
712	0.1686831898
713	0.1686189917
714	0.1684770739
715	0.1682605761
716	0.168124448
717	0.1679931681
718	0.167946466
719	0.1678056941
720	0.1676858605
721	0.1676147669
722	0.1674442934
723	0.1672951841
724	0.1671915759
725	0.1671283362
726	0.1669523195
727	0.1668204287
728	0.1667070117
729	0.1665919148
730	0.1664724133
731	0.1663088701
732	0.1661970424
733	0.1661351208
734	0.1660026492
735	0.1658969454
736	0.165741782
737	0.1656874923
738	0.165610863
739	0.1654574866
740	0.1653967068
741	0.1652441969
742	0.1651079251
743	0.1649433064
744	0.1647573671
745	0.164660257
746	0.1646076377
747	0.1644744741
748	0.1643188386
749	0.1642349648
750	0.1641670362
751	0.1639985047
752	0.1638136117
753	0.1636505521
754	0.1635217445
755	0.1632999557
756	0.1632163375
757	0.163101417
758	0.1629731939
759	0.1628877103
760	0.1627322878
761	0.1625916841
762	0.1624521038
763	0.1623479318
764	0.1622736461
765	0.162093814
766	0.1620124094
767	0.1618990776
768	0.1617693702
769	0.1616184674
770	0.1615536058
771	0.1613804477
772	0.1612118225
773	0.1611335821
774	0.1610780537
775	0.1609734609
776	0.1608277428
777	0.1607406144
778	0.1606570454
779	0.1605580516
780	0.1604183512
781	0.1602524097
782	0.1600343406
783	0.1599998511
784	0.1598424346
785	0.159809268
786	0.1597233748
787	0.1596199278
788	0.1595131621
789	0.1593175582
790	0.1591138954
791	0.1590561506
792	0.1588103637
793	0.1586094119
794	0.1585471476
795	0.1583776706
796	0.1582364077
797	0.1581091881
798	0.1580412634
799	0.1579495787
800	0.1578325336
801	0.1576584255
802	0.1575941486
803	0.1573873388
804	0.1572352519
805	0.1571280887
806	0.1569879237
807	0.1569263948
808	0.156794339
809	0.1566290238
810	0.1564677823
811	0.1563544376
812	0.1562107887
813	0.1560268975
814	0.1558382284
815	0.1556376818
816	0.1555461619
817	0.1553620898
818	0.155281327
819	0.1551678238
820	0.1549825454
821	0.1548371736
822	0.1546720038
823	0.1545021048
824	0.1543687167
825	0.1543023041
826	0.1541123186
827	0.1539834104
828	0.153835177
829	0.153709077
830	0.1534847857
831	0.1533072107
832	0.153171615
833	0.1530419084
834	0.1528949678
835	0.15278414
836	0.1526499522
837	0.1524735753
838	0.1523034762
839	0.1522428818
840	0.1520755722
841	0.1519668429
842	0.1518763801
843	0.1517727846
844	0.1515711036
845	0.1513688816
846	0.1513073198
847	0.1512483519
848	0.1511159753
849	0.1510467205
850	0.1509607713
851	0.1508975515
852	0.1507138837
853	0.1506357988
854	0.1504887366
855	0.1503961602
856	0.150288624
857	0.150211485
858	0.1501545729
859	0.1499944144
860	0.1498487315
861	0.149781973
862	0.1496249685
863	0.1494486743
864	0.1493582646
865	0.1492556733
866	0.1491180149
867	0.1490096906
868	0.148863566
869	0.1488180188
870	0.148648495
871	0.1485422268
872	0.1484656615
873	0.1483444891
874	0.1482511768
875	0.1481442015
876	0.1480868939
877	0.1479549503
878	0.1478914587
879	0.1477390068
880	0.1476713836
881	0.1476281128
882	0.1474877657
883	0.1473944651
884	0.1472617269
885	0.1471987438
886	0.1471035316
887	0.1469657032
888	0.1469131625
889	0.146786536
890	0.1466321679
891	0.1465110415
892	0.1463065686
893	0.1462027548
894	0.1460539933
895	0.145934572
896	0.1457853432
897	0.1456724596
898	0.1455753893
899	0.1454431081
900	0.1453618851
901	0.1452524699
902	0.1451664845
903	0.1450980492
904	0.1449684641
905	0.1448245512
906	0.1447175264
907	0.1446241064
908	0.1445316342
909	0.1443464644
910	0.144217881
911	0.1440576281
912	0.1439701337
913	0.1438335613
914	0.1437187496
915	0.1436274662
916	0.1434838707
917	0.1434355151
918	0.1433324933
919	0.1432315471
920	0.1431809336
921	0.1430880069
922	0.1429470231
923	0.142808478
924	0.1427161086
925	0.1426516087
926	0.1426134531
927	0.1425230476
928	0.1424454357
929	0.142277972
930	0.142107036
931	0.1420388476
932	0.1419516297
933	0.1418915236
934	0.1417557872
935	0.1416350662
936	0.141428144
937	0.1412961139
938	0.1412453736
939	0.1411778125
940	0.1411422682
941	0.1410079854
942	0.1409222808
943	0.1408857983
944	0.1407764135
945	0.1406713382
946	0.1406058117
947	0.140479973
948	0.1403962131
949	0.1403348615
950	0.1402558025
951	0.1402206259
952	0.1401445808
953	0.140061361
954	0.1399462138
955	0.1398291478
956	0.1396930664
957	0.1395744376
958	0.1394994127
959	0.139440528
960	0.1393141532
961	0.1392021924
962	0.1390923081
963	0.1390066366
964	0.1389021462
965	0.1388256091
966	0.1387024439
967	0.1386212249
968	0.1384999448
969	0.138377229
970	0.1382666025
971	0.1381475564
972	0.138029739
973	0.1379835718
974	0.1379499244
975	0.1378359209
976	0.1378160604
977	0.1376910202
978	0.1376501535
979	0.1375704093
980	0.1374956368
981	0.137375659
982	0.1372715388
983	0.1371559392
984	0.1370239293
985	0.1369654669
986	0.1368555415
987	0.1367544667
988	0.1366550601
989	0.1365291263
990	0.1364316073
991	0.1363587955
992	0.1362507729
993	0.1361478753
994	0.1360518367
995	0.1359574331
996	0.1358350646
997	0.1357344002
998	0.1356256349
999	0.1355491098
